index,binary_val
141,00000000000000000000100101010110
142,00000000000000000000100101010110
143,00000000000000000000100101010110
144,00000000000000000000100101010110
145,00000000000000000000100101010110
146,00000000000000000000100101010110
147,00000000000000000000100101010110
148,00000000000000000000100101010110
149,00000000000000000000100101010110
150,00000000000000000000100101010110
151,00000000000000000000100101010110
152,00000000000000000000100101100000
153,00000000000000000000100101100000
154,00000000000000000000100101100000
155,00000000000000000000100101100000
156,00000000000000000000100101100000
157,00000000000000000000100101100000
158,00000000000000000000100101100000
159,00000000000000000000100101100000
160,00000000000000000000100101100000
161,00000000000000000000100101101010
162,00000000000000000000100101101010
163,00000000000000000000100101101010
164,00000000000000000000100101101010
165,00000000000000000000100101101010
166,00000000000000000000100101101010
167,00000000000000000000100101101010
168,00000000000000000000100101101010
169,00000000000000000000100101101010
170,00000000000000000000100101101010
171,00000000000000000000100101101010
172,00000000000000000000100101101010
173,00000000000000000000100101101010
174,00000000000000000000100101110100
175,00000000000000000000100101110100
176,00000000000000000000100101110100
177,00000000000000000000100110001000
178,00000000000000000000100110001000
179,00000000000000000000100110001000
180,00000000000000000000100110001000
181,00000000000000000000100110010010
182,00000000000000000000100110010010
183,00000000000000000000100110010010
184,00000000000000000000100110011100
185,00000000000000000000100110010010
186,00000000000000000000100110010010
187,00000000000000000000100110010010
188,00000000000000000000100110010010
189,00000000000000000000100110010010
190,00000000000000000000100110010010
191,00000000000000000000100110010010
192,00000000000000000000100110001000
193,00000000000000000000100110001000
194,00000000000000000000100110001000
195,00000000000000000000100110001000
196,00000000000000000000100110001000
197,00000000000000000000100110001000
198,00000000000000000000100110001000
199,00000000000000000000100110001000
200,00000000000000000000100110001000
201,00000000000000000000100110001000
202,00000000000000000000100110001000
203,00000000000000000000100110001000
204,00000000000000000000100110001000
205,00000000000000000000100110001000
206,00000000000000000000100110001000
207,00000000000000000000100110001000
208,00000000000000000000100110001000
209,00000000000000000000100110001000
210,00000000000000000000100110001000
211,00000000000000000000100110001000
212,00000000000000000000100110001000
213,00000000000000000000100110001000
214,00000000000000000000100101111110
215,00000000000000000000100101111110
216,00000000000000000000100101111110
217,00000000000000000000100110001000
218,00000000000000000000100110001000
219,00000000000000000000100101111110
220,00000000000000000000100110001000
221,00000000000000000000100110001000
222,00000000000000000000100110010010
223,00000000000000000000100110010010
224,00000000000000000000100110011100
225,00000000000000000000100110011100
226,00000000000000000000100110011100
227,00000000000000000000100110100110
228,00000000000000000000100110100110
229,00000000000000000000100110100110
230,00000000000000000000100110100110
231,00000000000000000000100110100110
232,00000000000000000000100110110000
233,00000000000000000000100110110000
234,00000000000000000000100110110000
235,00000000000000000000100110110000
236,00000000000000000000100110111010
237,00000000000000000000100110111010
238,00000000000000000000100110111010
239,00000000000000000000100110111010
240,00000000000000000000100110111010
241,00000000000000000000100110111010
242,00000000000000000000100110111010
243,00000000000000000000100111000100
244,00000000000000000000100111000100
245,00000000000000000000100111000100
246,00000000000000000000100111000100
247,00000000000000000000100111000100
248,00000000000000000000100111000100
249,00000000000000000000100111000100
250,00000000000000000000100111000100
251,00000000000000000000100111000100
252,00000000000000000000100111000100
253,00000000000000000000100111000100
254,00000000000000000000100111000100
255,00000000000000000000100110111010
256,00000000000000000000100110111010
257,00000000000000000000100110111010
258,00000000000000000000100110111010
259,00000000000000000000100110111010
260,00000000000000000000100110111010
261,00000000000000000000100110110000
262,00000000000000000000100110110000
263,00000000000000000000100110110000
264,00000000000000000000100110110000
265,00000000000000000000100110110000
266,00000000000000000000100110110000
267,00000000000000000000100110110000
268,00000000000000000000100110110000
269,00000000000000000000100110110000
270,00000000000000000000100110110000
271,00000000000000000000100110110000
272,00000000000000000000100110110000
273,00000000000000000000100110110000
274,00000000000000000000100110110000
275,00000000000000000000100110110000
276,00000000000000000000100110111010
277,00000000000000000000100110111010
278,00000000000000000000100111000100
279,00000000000000000000100111000100
280,00000000000000000000100111000100
281,00000000000000000000100111000100
282,00000000000000000000100111001110
283,00000000000000000000100111001110
284,00000000000000000000100111001110
285,00000000000000000000100111001110
286,00000000000000000000100111001110
287,00000000000000000000100111001110
288,00000000000000000000100111011000
289,00000000000000000000100111011000
290,00000000000000000000100111011000
291,00000000000000000000100111011000
292,00000000000000000000100111011000
293,00000000000000000000100111011000
294,00000000000000000000100111011000
295,00000000000000000000100111011000
296,00000000000000000000100111011000
297,00000000000000000000100111011000
298,00000000000000000000100111011000
299,00000000000000000000100111011000
300,00000000000000000000100111011000
301,00000000000000000000100111011000
302,00000000000000000000100111011000
303,00000000000000000000100111011000
304,00000000000000000000100111011000
305,00000000000000000000100111011000
306,00000000000000000000100111011000
307,00000000000000000000100111011000
308,00000000000000000000100111011000
309,00000000000000000000100111011000
310,00000000000000000000100111011000
311,00000000000000000000100111011000
312,00000000000000000000100111001110
313,00000000000000000000100111001110
314,00000000000000000000100111001110
315,00000000000000000000100111000100
316,00000000000000000000100111000100
317,00000000000000000000100111000100
318,00000000000000000000100111000100
319,00000000000000000000100111000100
320,00000000000000000000100111000100
321,00000000000000000000100111000100
322,00000000000000000000100110111010
323,00000000000000000000100110111010
324,00000000000000000000100110111010
325,00000000000000000000100110111010
326,00000000000000000000100110111010
327,00000000000000000000100110111010
328,00000000000000000000100110111010
329,00000000000000000000100110111010
330,00000000000000000000100110111010
331,00000000000000000000100110111010
332,00000000000000000000100110111010
333,00000000000000000000100110111010
334,00000000000000000000100110111010
335,00000000000000000000100110111010
336,00000000000000000000100110111010
337,00000000000000000000100110111010
338,00000000000000000000100110111010
339,00000000000000000000100110111010
340,00000000000000000000100110111010
341,00000000000000000000100110111010
342,00000000000000000000100110111010
343,00000000000000000000100110111010
344,00000000000000000000100110111010
345,00000000000000000000100110111010
346,00000000000000000000100110111010
347,00000000000000000000100110111010
348,00000000000000000000100110111010
349,00000000000000000000100110111010
350,00000000000000000000100110111010
351,00000000000000000000100110111010
352,00000000000000000000100110111010
353,00000000000000000000100110111010
354,00000000000000000000100110111010
355,00000000000000000000100110111010
356,00000000000000000000100110111010
357,00000000000000000000100110111010
358,00000000000000000000100110111010
359,00000000000000000000100110111010
360,00000000000000000000100110111010
361,00000000000000000000100110111010
362,00000000000000000000100110111010
363,00000000000000000000100110111010
364,00000000000000000000100110111010
365,00000000000000000000100110111010
366,00000000000000000000100110111010
367,00000000000000000000100110111010
368,00000000000000000000100110111010
369,00000000000000000000100110111010
370,00000000000000000000100110111010
371,00000000000000000000100110111010
372,00000000000000000000100110111010
373,00000000000000000000100110111010
374,00000000000000000000100110111010
375,00000000000000000000100110111010
376,00000000000000000000100110111010
377,00000000000000000000100110111010
378,00000000000000000000100110111010
379,00000000000000000000100110111010
380,00000000000000000000100110111010
381,00000000000000000000100110110000
382,00000000000000000000100110110000
383,00000000000000000000100110110000
384,00000000000000000000100110110000
385,00000000000000000000100110110000
386,00000000000000000000100110110000
387,00000000000000000000100110110000
388,00000000000000000000100110110000
389,00000000000000000000100110110000
390,00000000000000000000100110110000
391,00000000000000000000100110110000
392,00000000000000000000100110110000
393,00000000000000000000100110110000
394,00000000000000000000100110110000
395,00000000000000000000100110110000
396,00000000000000000000100110110000
397,00000000000000000000100110110000
398,00000000000000000000100110111010
399,00000000000000000000100110110000
400,00000000000000000000100110110000
401,00000000000000000000100110110000
402,00000000000000000000100110110000
403,00000000000000000000100110111010
404,00000000000000000000100110110000
405,00000000000000000000100110110000
406,00000000000000000000100110110000
407,00000000000000000000100110111010
408,00000000000000000000100110110000
409,00000000000000000000100110110000
410,00000000000000000000100110110000
411,00000000000000000000100110110000
412,00000000000000000000100110110000
413,00000000000000000000100110111010
414,00000000000000000000100110111010
415,00000000000000000000100110110000
416,00000000000000000000100110111010
417,00000000000000000000100110111010
418,00000000000000000000100110111010
419,00000000000000000000100110111010
420,00000000000000000000100110111010
421,00000000000000000000100110111010
422,00000000000000000000100110111010
423,00000000000000000000100110111010
424,00000000000000000000100110111010
425,00000000000000000000100110111010
426,00000000000000000000100110111010
427,00000000000000000000100110111010
428,00000000000000000000100110111010
429,00000000000000000000100110111010
430,00000000000000000000100110110000
431,00000000000000000000100110110000
432,00000000000000000000100110110000
433,00000000000000000000100110110000
434,00000000000000000000100110110000
435,00000000000000000000100110110000
436,00000000000000000000100110110000
437,00000000000000000000100110110000
438,00000000000000000000100110110000
439,00000000000000000000100110110000
440,00000000000000000000100110110000
441,00000000000000000000100110110000
442,00000000000000000000100110110000
443,00000000000000000000100110110000
444,00000000000000000000100110110000
445,00000000000000000000100110110000
446,00000000000000000000100110110000
447,00000000000000000000100110110000
448,00000000000000000000100110110000
449,00000000000000000000100110110000
450,00000000000000000000100110110000
451,00000000000000000000100110110000
452,00000000000000000000100110110000
453,00000000000000000000100110110000
454,00000000000000000000100110110000
455,00000000000000000000100110110000
456,00000000000000000000100110110000
457,00000000000000000000100110110000
458,00000000000000000000100110111010
459,00000000000000000000100110111010
460,00000000000000000000100110111010
461,00000000000000000000100110111010
462,00000000000000000000100110111010
463,00000000000000000000100110111010
464,00000000000000000000100110111010
465,00000000000000000000100110111010
466,00000000000000000000100110111010
467,00000000000000000000100110111010
468,00000000000000000000100110111010
469,00000000000000000000100110111010
470,00000000000000000000100110111010
471,00000000000000000000100110111010
472,00000000000000000000100110111010
473,00000000000000000000100110110000
474,00000000000000000000100110110000
475,00000000000000000000100110110000
476,00000000000000000000100110110000
477,00000000000000000000100110110000
478,00000000000000000000100110110000
479,00000000000000000000100110110000
480,00000000000000000000100110110000
481,00000000000000000000100110110000
482,00000000000000000000100110110000
483,00000000000000000000100110110000
484,00000000000000000000100110110000
485,00000000000000000000100110110000
486,00000000000000000000100110110000
487,00000000000000000000100110110000
488,00000000000000000000100110110000
489,00000000000000000000100110110000
490,00000000000000000000100110110000
491,00000000000000000000100110110000
492,00000000000000000000100110110000
493,00000000000000000000100110110000
494,00000000000000000000100110110000
495,00000000000000000000100110110000
496,00000000000000000000100110110000
497,00000000000000000000100110110000
498,00000000000000000000100110110000
499,00000000000000000000100110110000
500,00000000000000000000100110110000
501,00000000000000000000100110110000
502,00000000000000000000100110110000
503,00000000000000000000100110110000
504,00000000000000000000100110111010
505,00000000000000000000100110111010
506,00000000000000000000100110111010
507,00000000000000000000100110110000
508,00000000000000000000100110111010
509,00000000000000000000100110110000
510,00000000000000000000100110111010
511,00000000000000000000100110110000
512,00000000000000000000100110111010
513,00000000000000000000100110111010
514,00000000000000000000100110111010
515,00000000000000000000100110111010
516,00000000000000000000100110111010
517,00000000000000000000100110111010
518,00000000000000000000100110111010
519,00000000000000000000100110111010
520,00000000000000000000100110111010
521,00000000000000000000100110111010
522,00000000000000000000100110111010
523,00000000000000000000100111000100
524,00000000000000000000100111000100
525,00000000000000000000100111000100
526,00000000000000000000100111000100
527,00000000000000000000100111000100
528,00000000000000000000100111000100
529,00000000000000000000100111000100
530,00000000000000000000100111000100
531,00000000000000000000100111001110
532,00000000000000000000100111000100
533,00000000000000000000100111001110
534,00000000000000000000100111001110
535,00000000000000000000100111001110
536,00000000000000000000100111001110
537,00000000000000000000100111011000
538,00000000000000000000100111011000
539,00000000000000000000100111011000
540,00000000000000000000100111011000
541,00000000000000000000100111011000
542,00000000000000000000100111011000
543,00000000000000000000100111011000
544,00000000000000000000100111011000
545,00000000000000000000100111100010
546,00000000000000000000100111100010
547,00000000000000000000100111100010
548,00000000000000000000100111100010
549,00000000000000000000100111100010
550,00000000000000000000100111100010
551,00000000000000000000100111100010
552,00000000000000000000100111100010
553,00000000000000000000100111101100
554,00000000000000000000100111100010
555,00000000000000000000100111101100
556,00000000000000000000100111101100
557,00000000000000000000100111101100
558,00000000000000000000100111100010
559,00000000000000000000100111100010
560,00000000000000000000100111101100
561,00000000000000000000100111100010
562,00000000000000000000100111100010
563,00000000000000000000100111100010
564,00000000000000000000100111100010
565,00000000000000000000100111100010
566,00000000000000000000100111101100
567,00000000000000000000100111100010
568,00000000000000000000100111101100
569,00000000000000000000100111101100
570,00000000000000000000100111101100
571,00000000000000000000100111101100
572,00000000000000000000100111101100
573,00000000000000000000100111101100
574,00000000000000000000100111110110
575,00000000000000000000100111110110
576,00000000000000000000100111101100
577,00000000000000000000100111110110
578,00000000000000000000100111110110
579,00000000000000000000100111110110
580,00000000000000000000100111110110
581,00000000000000000000100111110110
582,00000000000000000000100111110110
583,00000000000000000000100111110110
584,00000000000000000000100111110110
585,00000000000000000000100111110110
586,00000000000000000000100111110110
587,00000000000000000000100111110110
588,00000000000000000000101000000000
589,00000000000000000000101000000000
590,00000000000000000000101000000000
591,00000000000000000000101000000000
592,00000000000000000000101000001010
593,00000000000000000000101000010100
594,00000000000000000000101000011110
595,00000000000000000000101000101000
596,00000000000000000000101000101000
597,00000000000000000000101000101000
598,00000000000000000000101000110010
599,00000000000000000000101000110010
600,00000000000000000000101000111100
601,00000000000000000000101001000110
602,00000000000000000000101001011010
603,00000000000000000000101001100100
604,00000000000000000000101001101110
605,00000000000000000000101001111000
606,00000000000000000000101010000010
607,00000000000000000000101010000010
608,00000000000000000000101010001100
609,00000000000000000000101010010110
610,00000000000000000000101010010110
611,00000000000000000000101010100000
612,00000000000000000000101010101010
613,00000000000000000000101010101010
614,00000000000000000000101010110100
615,00000000000000000000101010110100
616,00000000000000000000101010110100
617,00000000000000000000101010110100
618,00000000000000000000101010110100
619,00000000000000000000101010110100
620,00000000000000000000101010111110
621,00000000000000000000101010111110
622,00000000000000000000101010111110
623,00000000000000000000101011001000
624,00000000000000000000101011001000
625,00000000000000000000101011001000
626,00000000000000000000101011010010
627,00000000000000000000101011010010
628,00000000000000000000101011010010
629,00000000000000000000101011010010
630,00000000000000000000101011010010
631,00000000000000000000101011011100
632,00000000000000000000101011011100
633,00000000000000000000101011011100
634,00000000000000000000101011011100
635,00000000000000000000101011011100
636,00000000000000000000101011100110
637,00000000000000000000101011100110
638,00000000000000000000101011100110
639,00000000000000000000101011100110
640,00000000000000000000101011011100
641,00000000000000000000101011011100
642,00000000000000000000101011100110
643,00000000000000000000101011100110
644,00000000000000000000101011110000
645,00000000000000000000101011110000
646,00000000000000000000101011111010
647,00000000000000000000101011111010
648,00000000000000000000101011111010
649,00000000000000000000101011111010
650,00000000000000000000101011111010
651,00000000000000000000101011111010
652,00000000000000000000101100000100
653,00000000000000000000101100000100
654,00000000000000000000101100001110
655,00000000000000000000101100001110
656,00000000000000000000101100001110
657,00000000000000000000101100011000
658,00000000000000000000101100011000
659,00000000000000000000101100100010
660,00000000000000000000101100100010
661,00000000000000000000101100100010
662,00000000000000000000101100100010
663,00000000000000000000101100100010
664,00000000000000000000101100100010
665,00000000000000000000101100100010
666,00000000000000000000101100100010
667,00000000000000000000101100100010
668,00000000000000000000101100100010
669,00000000000000000000101100100010
670,00000000000000000000101100101100
671,00000000000000000000101100101100
672,00000000000000000000101100101100
673,00000000000000000000101100101100
674,00000000000000000000101100110110
675,00000000000000000000101100110110
676,00000000000000000000101101000000
677,00000000000000000000101101000000
678,00000000000000000000101100110110
679,00000000000000000000101100110110
680,00000000000000000000101100110110
681,00000000000000000000101100110110
682,00000000000000000000101100101100
683,00000000000000000000101100101100
684,00000000000000000000101100101100
685,00000000000000000000101100101100
686,00000000000000000000101100101100
687,00000000000000000000101100101100
688,00000000000000000000101100101100
689,00000000000000000000101100100010
690,00000000000000000000101100100010
691,00000000000000000000101100100010
692,00000000000000000000101100101100
693,00000000000000000000101100101100
694,00000000000000000000101100110110
695,00000000000000000000101100110110
696,00000000000000000000101101000000
697,00000000000000000000101101000000
698,00000000000000000000101101000000
699,00000000000000000000101101000000
700,00000000000000000000101101000000
701,00000000000000000000101101000000
702,00000000000000000000101101001010
703,00000000000000000000101101001010
704,00000000000000000000101101001010
705,00000000000000000000101101001010
706,00000000000000000000101101001010
707,00000000000000000000101101001010
708,00000000000000000000101101001010
709,00000000000000000000101101000000
710,00000000000000000000101101000000
711,00000000000000000000101101000000
712,00000000000000000000101101000000
713,00000000000000000000101101000000
714,00000000000000000000101101001010
715,00000000000000000000101101000000
716,00000000000000000000101101001010
717,00000000000000000000101101001010
718,00000000000000000000101101001010
719,00000000000000000000101101001010
720,00000000000000000000101101001010
721,00000000000000000000101101010100
722,00000000000000000000101101001010
723,00000000000000000000101101001010
724,00000000000000000000101101010100
725,00000000000000000000101101010100
726,00000000000000000000101101010100
727,00000000000000000000101101011110
728,00000000000000000000101101010100
729,00000000000000000000101101011110
730,00000000000000000000101101011110
731,00000000000000000000101101011110
732,00000000000000000000101101011110
733,00000000000000000000101101011110
734,00000000000000000000101101101000
735,00000000000000000000101101101000
736,00000000000000000000101101101000
737,00000000000000000000101101101000
738,00000000000000000000101101101000
739,00000000000000000000101101101000
740,00000000000000000000101101101000
741,00000000000000000000101101011110
742,00000000000000000000101101011110
743,00000000000000000000101101011110
744,00000000000000000000101101010100
745,00000000000000000000101101010100
746,00000000000000000000101101010100
747,00000000000000000000101101010100
748,00000000000000000000101101001010
749,00000000000000000000101101001010
750,00000000000000000000101101001010
751,00000000000000000000101101001010
752,00000000000000000000101101001010
753,00000000000000000000101101001010
754,00000000000000000000101101010100
755,00000000000000000000101101010100
756,00000000000000000000101101010100
757,00000000000000000000101101010100
758,00000000000000000000101101010100
759,00000000000000000000101101010100
760,00000000000000000000101101010100
761,00000000000000000000101101001010
762,00000000000000000000101101001010
763,00000000000000000000101101001010
764,00000000000000000000101101001010
765,00000000000000000000101101001010
766,00000000000000000000101101001010
767,00000000000000000000101101001010
768,00000000000000000000101101001010
769,00000000000000000000101101001010
770,00000000000000000000101101001010
771,00000000000000000000101101001010
772,00000000000000000000101101001010
773,00000000000000000000101101001010
774,00000000000000000000101101001010
775,00000000000000000000101101001010
776,00000000000000000000101101000000
777,00000000000000000000101101000000
778,00000000000000000000101101000000
779,00000000000000000000101101000000
780,00000000000000000000101100110110
781,00000000000000000000101100110110
782,00000000000000000000101100101100
783,00000000000000000000101100101100
784,00000000000000000000101100101100
785,00000000000000000000101100101100
786,00000000000000000000101100101100
787,00000000000000000000101100101100
788,00000000000000000000101100101100
789,00000000000000000000101100101100
790,00000000000000000000101100101100
791,00000000000000000000101100101100
792,00000000000000000000101100110110
793,00000000000000000000101100110110
794,00000000000000000000101100110110
795,00000000000000000000101100110110
796,00000000000000000000101100110110
797,00000000000000000000101100110110
798,00000000000000000000101100110110
799,00000000000000000000101100110110
800,00000000000000000000101100110110
801,00000000000000000000101100110110
802,00000000000000000000101100110110
803,00000000000000000000101100110110
804,00000000000000000000101101000000
805,00000000000000000000101101000000
806,00000000000000000000101101001010
807,00000000000000000000101101001010
808,00000000000000000000101101001010
809,00000000000000000000101101001010
810,00000000000000000000101101010100
811,00000000000000000000101101010100
812,00000000000000000000101101010100
813,00000000000000000000101101010100
814,00000000000000000000101101010100
815,00000000000000000000101101010100
816,00000000000000000000101101011110
817,00000000000000000000101101010100
818,00000000000000000000101101010100
819,00000000000000000000101101010100
820,00000000000000000000101101010100
821,00000000000000000000101101010100
822,00000000000000000000101101010100
823,00000000000000000000101101010100
824,00000000000000000000101101010100
825,00000000000000000000101101010100
826,00000000000000000000101101010100
827,00000000000000000000101101010100
828,00000000000000000000101101010100
829,00000000000000000000101101010100
830,00000000000000000000101101010100
831,00000000000000000000101101010100
832,00000000000000000000101101001010
833,00000000000000000000101101001010
834,00000000000000000000101101001010
835,00000000000000000000101101000000
836,00000000000000000000101101000000
837,00000000000000000000101101000000
838,00000000000000000000101101000000
839,00000000000000000000101101000000
840,00000000000000000000101101000000
841,00000000000000000000101101000000
842,00000000000000000000101101000000
843,00000000000000000000101101000000
844,00000000000000000000101101000000
845,00000000000000000000101101000000
846,00000000000000000000101101000000
847,00000000000000000000101101000000
848,00000000000000000000101101001010
849,00000000000000000000101101001010
850,00000000000000000000101101001010
851,00000000000000000000101101001010
852,00000000000000000000101101010100
853,00000000000000000000101101001010
854,00000000000000000000101101001010
855,00000000000000000000101101001010
856,00000000000000000000101101001010
857,00000000000000000000101101001010
858,00000000000000000000101101010100
859,00000000000000000000101101011110
860,00000000000000000000101101011110
861,00000000000000000000101101011110
862,00000000000000000000101101011110
863,00000000000000000000101101011110
864,00000000000000000000101101011110
865,00000000000000000000101101101000
866,00000000000000000000101101101000
867,00000000000000000000101101101000
868,00000000000000000000101101101000
869,00000000000000000000101101011110
870,00000000000000000000101101011110
871,00000000000000000000101101011110
872,00000000000000000000101101011110
873,00000000000000000000101101011110
874,00000000000000000000101101011110
875,00000000000000000000101101011110
876,00000000000000000000101101011110
877,00000000000000000000101101101000
878,00000000000000000000101101101000
879,00000000000000000000101101101000
880,00000000000000000000101101101000
881,00000000000000000000101101101000
882,00000000000000000000101101110010
883,00000000000000000000101101110010
884,00000000000000000000101101110010
885,00000000000000000000101101110010
886,00000000000000000000101101110010
887,00000000000000000000101101110010
888,00000000000000000000101101110010
889,00000000000000000000101101110010
890,00000000000000000000101101110010
891,00000000000000000000101101110010
892,00000000000000000000101101110010
893,00000000000000000000101101110010
894,00000000000000000000101101101000
895,00000000000000000000101101101000
896,00000000000000000000101101101000
897,00000000000000000000101101101000
898,00000000000000000000101101101000
899,00000000000000000000101101101000
900,00000000000000000000101101110010
901,00000000000000000000101101110010
902,00000000000000000000101101110010
903,00000000000000000000101101110010
904,00000000000000000000101101110010
905,00000000000000000000101101110010
906,00000000000000000000101101101000
907,00000000000000000000101101101000
908,00000000000000000000101101011110
909,00000000000000000000101101011110
910,00000000000000000000101101011110
911,00000000000000000000101101011110
912,00000000000000000000101101011110
913,00000000000000000000101101011110
914,00000000000000000000101101011110
915,00000000000000000000101101011110
916,00000000000000000000101101101000
917,00000000000000000000101101101000
918,00000000000000000000101101101000
919,00000000000000000000101101101000
920,00000000000000000000101101101000
921,00000000000000000000101101101000
922,00000000000000000000101101101000
923,00000000000000000000101101101000
924,00000000000000000000101101101000
925,00000000000000000000101101101000
926,00000000000000000000101101101000
927,00000000000000000000101101101000
928,00000000000000000000101101101000
929,00000000000000000000101101101000
930,00000000000000000000101101101000
931,00000000000000000000101101101000
932,00000000000000000000101101101000
933,00000000000000000000101101101000
934,00000000000000000000101101101000
935,00000000000000000000101101101000
936,00000000000000000000101101101000
937,00000000000000000000101101101000
938,00000000000000000000101101110010
939,00000000000000000000101101110010
940,00000000000000000000101101101000
941,00000000000000000000101101110010
942,00000000000000000000101101110010
943,00000000000000000000101101101000
944,00000000000000000000101101101000
945,00000000000000000000101101101000
946,00000000000000000000101101101000
947,00000000000000000000101101101000
948,00000000000000000000101101101000
949,00000000000000000000101101101000
950,00000000000000000000101101101000
951,00000000000000000000101101101000
952,00000000000000000000101101101000
953,00000000000000000000101101101000
954,00000000000000000000101101011110
955,00000000000000000000101101011110
956,00000000000000000000101101011110
957,00000000000000000000101101011110
958,00000000000000000000101101011110
959,00000000000000000000101101011110
960,00000000000000000000101101011110
961,00000000000000000000101101011110
962,00000000000000000000101101011110
963,00000000000000000000101101011110
964,00000000000000000000101101011110
965,00000000000000000000101101011110
966,00000000000000000000101101011110
967,00000000000000000000101101011110
968,00000000000000000000101101101000
969,00000000000000000000101101101000
970,00000000000000000000101101101000
971,00000000000000000000101101110010
972,00000000000000000000101101110010
973,00000000000000000000101101110010
974,00000000000000000000101101111100
975,00000000000000000000101101111100
976,00000000000000000000101101111100
977,00000000000000000000101101110010
978,00000000000000000000101101110010
979,00000000000000000000101101110010
980,00000000000000000000101101111100
981,00000000000000000000101101111100
982,00000000000000000000101101111100
983,00000000000000000000101101111100
984,00000000000000000000101110000110
985,00000000000000000000101101111100
986,00000000000000000000101101111100
987,00000000000000000000101101111100
988,00000000000000000000101101111100
989,00000000000000000000101101111100
990,00000000000000000000101101111100
991,00000000000000000000101101111100
992,00000000000000000000101101111100
993,00000000000000000000101101111100
994,00000000000000000000101101111100
995,00000000000000000000101101111100
996,00000000000000000000101101111100
997,00000000000000000000101101111100
998,00000000000000000000101101111100
